"customer","recency_days","frequency","monetary","r_score","f_score","m_score","rfm_total","segment"
"14625.0",196,"11","4497.88",2,5,5,12,"At Risk"
"16366.0",18,"4","1548.13",5,3,4,12,"Loyal Customers"
"15164.0",68,"9","2068.92",3,5,4,12,"Loyal Customers"
"17646.0",219,"12","4149.79",2,5,5,12,"At Risk"
"14551.0",18,"7","880.04",5,4,3,12,"Loyal Customers"
"15132.0",18,"5","977.93",5,4,3,12,"Loyal Customers"
"14883.0",18,"6","761.59",5,4,3,12,"Loyal Customers"
"12504.0",18,"4","689.05",5,4,3,12,"Loyal Customers"
"13499.0",17,"5","1159.11",5,4,3,12,"Loyal Customers"
"18016.0",32,"7","1960.46",4,4,4,12,"Champions"
"17158.0",32,"5","1980.00",4,4,4,12,"Champions"
"13092.0",70,"12","2140.28",3,5,4,12,"Loyal Customers"
"17360.0",17,"6","1231.38",5,4,3,12,"Loyal Customers"
"17043.0",32,"8","2616.55",4,4,4,12,"Champions"
"13238.0",17,"6","1006.63",5,4,3,12,"Loyal Customers"
"17073.0",17,"4","1444.84",5,3,4,12,"Loyal Customers"
"13363.0",17,"3","1723.86",5,3,4,12,"Loyal Customers"
"16348.0",32,"8","1795.88",4,4,4,12,"Champions"
"13717.0",32,"8","1763.30",4,4,4,12,"Champions"
"17722.0",96,"5","4430.36",3,4,5,12,"Loyal Customers"
"14916.0",70,"8","3042.95",3,4,5,12,"Loyal Customers"
"15116.0",17,"4","1352.75",5,3,4,12,"Loyal Customers"
"14297.0",17,"4","1305.33",5,3,4,12,"Loyal Customers"
"17164.0",32,"7","2467.35",4,4,4,12,"Champions"
"17623.0",32,"7","2383.67",4,4,4,12,"Champions"
"15834.0",70,"7","3770.49",3,4,5,12,"Loyal Customers"
"17155.0",17,"7","892.46",5,4,3,12,"Loyal Customers"
"16261.0",17,"6","1059.45",5,4,3,12,"Loyal Customers"
"12357.0",33,"2","17437.66",4,3,5,12,"Loyal Customers"
"16101.0",70,"4","3229.16",3,4,5,12,"Loyal Customers"
"13155.0",33,"6","1750.18",4,4,4,12,"Champions"
"17371.0",17,"6","658.55",5,4,3,12,"Loyal Customers"
"12346.0",325,"12","77556.46",2,5,5,12,"At Risk"
"16330.0",17,"7","634.33",5,4,3,12,"Loyal Customers"
"15398.0",16,"2","1345.53",5,3,4,12,"Loyal Customers"
"14020.0",16,"4","1249.01",5,3,4,12,"Loyal Customers"
"13502.0",16,"5","780.50",5,4,3,12,"Loyal Customers"
"17410.0",16,"5","1214.72",5,4,3,12,"Loyal Customers"
"16372.0",33,"5","1328.61",4,4,4,12,"Champions"
"14548.0",150,"9","2627.49",3,5,4,12,"Loyal Customers"
"16676.0",33,"6","2361.90",4,4,4,12,"Champions"
"16079.0",16,"3","1352.00",5,3,4,12,"Loyal Customers"
"14336.0",16,"4","1614.91",5,3,4,12,"Loyal Customers"
"15901.0",16,"6","683.39",5,4,3,12,"Loyal Customers"
"15393.0",16,"5","891.34",5,4,3,12,"Loyal Customers"
"16233.0",71,"9","1965.71",3,5,4,12,"Loyal Customers"
"17905.0",71,"13","2373.02",3,5,4,12,"Loyal Customers"
"17894.0",71,"18","2452.96",3,5,4,12,"Loyal Customers"
"16566.0",15,"5","614.66",5,4,3,12,"Loyal Customers"
"17516.0",15,"6","957.55",5,4,3,12,"Loyal Customers"
"12421.0",15,"6","874.60",5,4,3,12,"Loyal Customers"
"14591.0",15,"4","1447.14",5,3,4,12,"Loyal Customers"
"14805.0",15,"7","1104.64",5,4,3,12,"Loyal Customers"
"17406.0",333,"13","4905.05",2,5,5,12,"At Risk"
"14756.0",15,"3","2653.76",5,3,4,12,"Loyal Customers"
"12784.0",15,"2","1552.75",5,3,4,12,"Loyal Customers"
"12576.0",35,"8","2062.72",4,4,4,12,"Champions"
"12577.0",35,"8","1649.80",4,4,4,12,"Champions"
"16555.0",35,"6","1915.68",4,4,4,12,"Champions"
"18022.0",35,"5","1651.16",4,4,4,12,"Champions"
"18035.0",35,"5","1276.74",4,4,4,12,"Champions"
"17723.0",127,"7","3378.40",3,4,5,12,"Loyal Customers"
"17084.0",35,"3","5202.97",4,3,5,12,"Loyal Customers"
"12531.0",14,"2","1771.20",5,3,4,12,"Loyal Customers"
"17624.0",14,"4","1568.63",5,3,4,12,"Loyal Customers"
"15841.0",72,"9","2742.41",3,5,4,12,"Loyal Customers"
"17076.0",36,"6","1242.75",4,4,4,12,"Champions"
"15265.0",151,"4","3345.64",3,4,5,12,"Loyal Customers"
"15809.0",36,"7","1274.44",4,4,4,12,"Champions"
"14609.0",72,"10","1486.20",3,5,4,12,"Loyal Customers"
"17562.0",14,"7","1122.38",5,4,3,12,"Loyal Customers"
"13505.0",72,"4","3633.63",3,4,5,12,"Loyal Customers"
"12438.0",14,"2","2466.85",5,3,4,12,"Loyal Customers"
"13589.0",14,"6","1120.74",5,4,3,12,"Loyal Customers"
"15551.0",36,"7","1710.08",4,4,4,12,"Champions"
"15651.0",36,"5","1259.06",4,4,4,12,"Champions"
"16351.0",332,"13","3330.03",2,5,5,12,"At Risk"
"15252.0",36,"5","2103.41",4,4,4,12,"Champions"
"13168.0",36,"5","1875.31",4,4,4,12,"Champions"
"18242.0",72,"8","3605.21",3,4,5,12,"Loyal Customers"
"14078.0",101,"9","1690.98",3,5,4,12,"Loyal Customers"
"17329.0",14,"5","1004.43",5,4,3,12,"Loyal Customers"
"17126.0",152,"9","2062.94",3,5,4,12,"Loyal Customers"
"13979.0",73,"7","3409.93",3,4,5,12,"Loyal Customers"
"12917.0",128,"6","4359.20",3,4,5,12,"Loyal Customers"
"14472.0",103,"9","2228.22",3,5,4,12,"Loyal Customers"
"13206.0",400,"13","8377.32",2,5,5,12,"At Risk"
"16266.0",73,"14","1757.95",3,5,4,12,"Loyal Customers"
"16043.0",37,"8","1856.59",4,4,4,12,"Champions"
"17302.0",14,"5","1135.63",5,4,3,12,"Loyal Customers"
"12620.0",14,"3","1303.41",5,3,4,12,"Loyal Customers"
"17800.0",37,"9","1198.01",4,5,3,12,"Loyal Customers"
"14966.0",14,"6","1115.84",5,4,3,12,"Loyal Customers"
"14111.0",14,"4","692.85",5,4,3,12,"Loyal Customers"
"16960.0",38,"8","2041.48",4,4,4,12,"Champions"
"13546.0",12,"5","1092.14",5,4,3,12,"Loyal Customers"
"16877.0",12,"6","853.72",5,4,3,12,"Loyal Customers"
"13991.0",12,"6","854.97",5,4,3,12,"Loyal Customers"
"15009.0",12,"3","1261.78",5,3,4,12,"Loyal Customers"
"12674.0",38,"4","1844.60",4,4,4,12,"Champions"
"16825.0",38,"5","1826.89",4,4,4,12,"Champions"
"17897.0",172,"9","2538.15",3,5,4,12,"Loyal Customers"
"17951.0",39,"4","1636.08",4,4,4,12,"Champions"
"13813.0",39,"8","2387.47",4,4,4,12,"Champions"
"14808.0",39,"8","2741.17",4,4,4,12,"Champions"
"17864.0",12,"5","924.32",5,4,3,12,"Loyal Customers"
"13145.0",39,"7","1423.52",4,4,4,12,"Champions"
"18001.0",12,"6","953.84",5,4,3,12,"Loyal Customers"
"17812.0",12,"7","1165.89",5,4,3,12,"Loyal Customers"
"13258.0",11,"5","1035.18",5,4,3,12,"Loyal Customers"
"17299.0",11,"6","1016.08",5,4,3,12,"Loyal Customers"
"14867.0",185,"16","2952.06",3,5,4,12,"Loyal Customers"
"17553.0",129,"4","3757.60",3,4,5,12,"Loyal Customers"
"17353.0",129,"4","3242.00",3,4,5,12,"Loyal Customers"
"17796.0",40,"7","1361.99",4,4,4,12,"Champions"
"16383.0",74,"7","2966.14",3,4,5,12,"Loyal Customers"
"18101.0",11,"5","629.16",5,4,3,12,"Loyal Customers"
"12657.0",11,"4","1427.18",5,3,4,12,"Loyal Customers"
"17018.0",40,"6","2287.70",4,4,4,12,"Champions"
"13566.0",40,"5","1704.27",4,4,4,12,"Champions"
"15511.0",11,"5","909.23",5,4,3,12,"Loyal Customers"
"14480.0",11,"4","1299.52",5,3,4,12,"Loyal Customers"
"15312.0",75,"12","2930.19",3,5,4,12,"Loyal Customers"
"15022.0",11,"5","1186.09",5,4,3,12,"Loyal Customers"
"14828.0",196,"13","9839.46",2,5,5,12,"At Risk"
"15865.0",40,"5","2248.92",4,4,4,12,"Champions"
"16049.0",40,"6","1899.68",4,4,4,12,"Champions"
"17852.0",11,"5","663.21",5,4,3,12,"Loyal Customers"
"17523.0",11,"4","652.74",5,4,3,12,"Loyal Customers"
"13835.0",25,"7","1095.27",4,4,3,11,"Loyal Customers"
"14685.0",576,"8","4619.79",1,5,5,11,"At Risk"
"12482.0",576,"27","21941.72",1,5,5,11,"At Risk"
"17448.0",529,"41","14481.97",1,5,5,11,"At Risk"
"15633.0",509,"13","4352.46",1,5,5,11,"At Risk"
"15369.0",492,"11","6251.26",1,5,5,11,"At Risk"
"14025.0",464,"8","4057.90",1,5,5,11,"At Risk"
"13446.0",430,"11","3881.89",1,5,5,11,"At Risk"
"12835.0",427,"41","6043.31",1,5,5,11,"At Risk"
"14590.0",424,"20","3006.62",1,5,5,11,"At Risk"
"14648.0",416,"15","4543.60",1,5,5,11,"At Risk"
"14249.0",410,"12","5625.46",1,5,5,11,"At Risk"
"13031.0",407,"5","3419.27",2,4,5,11,"At Risk"
"17241.0",385,"12","2744.14",2,5,4,11,"At Risk"
"15580.0",376,"8","1381.19",2,5,4,11,"At Risk"
"13693.0",374,"9","2011.82",2,5,4,11,"At Risk"
"16718.0",369,"5","3647.53",2,4,5,11,"At Risk"
"13786.0",367,"6","3358.94",2,4,5,11,"At Risk"
"15332.0",366,"6","6553.74",2,4,5,11,"At Risk"
"16202.0",360,"9","2501.99",2,5,4,11,"At Risk"
"15607.0",336,"9","1708.97",2,5,4,11,"At Risk"
"14439.0",319,"5","9443.04",2,4,5,11,"At Risk"
"12377.0",315,"4","3266.32",2,4,5,11,"At Risk"
"16725.0",302,"13","1880.66",2,5,4,11,"At Risk"
"17829.0",298,"5","4756.74",2,4,5,11,"At Risk"
"16546.0",290,"5","5606.47",2,4,5,11,"At Risk"
"16072.0",288,"4","4328.89",2,4,5,11,"At Risk"
"15456.0",283,"10","2119.27",2,5,4,11,"At Risk"
"12623.0",276,"7","3315.84",2,4,5,11,"At Risk"
"15057.0",275,"5","3255.96",2,4,5,11,"At Risk"
"17138.0",275,"7","4417.27",2,4,5,11,"At Risk"
"13707.0",267,"5","3365.86",2,4,5,11,"At Risk"
"13357.0",257,"5","3817.36",2,4,5,11,"At Risk"
"15032.0",256,"8","13780.65",2,4,5,11,"At Risk"
"15353.0",254,"7","3175.95",2,4,5,11,"At Risk"
"13059.0",249,"10","2303.17",2,5,4,11,"At Risk"
"16010.0",245,"11","1724.06",2,5,4,11,"At Risk"
"14669.0",241,"7","3243.93",2,4,5,11,"At Risk"
"14105.0",239,"5","5988.83",2,4,5,11,"At Risk"
"14770.0",232,"8","3637.64",2,4,5,11,"At Risk"
"13711.0",218,"9","1792.26",2,5,4,11,"At Risk"
"15235.0",217,"16","2937.81",2,5,4,11,"At Risk"
"14161.0",215,"7","3318.88",2,4,5,11,"At Risk"
"13561.0",215,"11","1820.72",2,5,4,11,"At Risk"
"17597.0",213,"5","3484.09",2,4,5,11,"At Risk"
"13052.0",212,"7","3167.68",2,4,5,11,"At Risk"
"15732.0",212,"10","1682.07",2,5,4,11,"At Risk"
"12976.0",211,"8","3156.38",2,4,5,11,"At Risk"
"12625.0",211,"4","4678.88",2,4,5,11,"At Risk"
"12857.0",210,"6","3688.00",2,4,5,11,"At Risk"
"14442.0",204,"7","5367.02",2,4,5,11,"At Risk"
"14817.0",200,"7","3959.86",2,4,5,11,"At Risk"
"17550.0",197,"9","2547.64",2,5,4,11,"At Risk"
"17454.0",192,"10","1547.94",2,5,4,11,"At Risk"
"16883.0",187,"19","2396.59",2,5,4,11,"At Risk"
"12802.0",186,"5","2186.42",3,4,4,11,"Loyal Customers"
"16611.0",186,"6","1785.13",3,4,4,11,"Loyal Customers"
"16520.0",186,"6","2482.62",3,4,4,11,"Loyal Customers"
"12891.0",185,"11","840.50",3,5,3,11,"Loyal Customers"
"12868.0",185,"8","2247.06",3,4,4,11,"Loyal Customers"
"12383.0",184,"5","1628.56",3,4,4,11,"Loyal Customers"
"16955.0",184,"6","1309.41",3,4,4,11,"Loyal Customers"
"13900.0",183,"6","1610.59",3,4,4,11,"Loyal Customers"
"15098.0",182,"3","39916.50",3,3,5,11,"Loyal Customers"
"13663.0",179,"5","2047.51",3,4,4,11,"Loyal Customers"
"17179.0",178,"6","1507.26",3,4,4,11,"Loyal Customers"
"15912.0",178,"9","1074.70",3,5,3,11,"Loyal Customers"
"13476.0",178,"5","2061.47",3,4,4,11,"Loyal Customers"
"15574.0",177,"6","1518.70",3,4,4,11,"Loyal Customers"
"12908.0",176,"5","1776.00",3,4,4,11,"Loyal Customers"
"18062.0",173,"6","1632.67",3,4,4,11,"Loyal Customers"
"15389.0",172,"5","2733.80",3,4,4,11,"Loyal Customers"
"14643.0",170,"5","1679.89",3,4,4,11,"Loyal Customers"
"16214.0",170,"4","2038.25",3,4,4,11,"Loyal Customers"
"15384.0",169,"4","2027.79",3,4,4,11,"Loyal Customers"
"14584.0",169,"8","1747.91",3,4,4,11,"Loyal Customers"
"13856.0",168,"11","1142.03",3,5,3,11,"Loyal Customers"
"15976.0",165,"6","1732.54",3,4,4,11,"Loyal Customers"
"14481.0",164,"5","2311.49",3,4,4,11,"Loyal Customers"
"14327.0",163,"6","1894.93",3,4,4,11,"Loyal Customers"
"17505.0",161,"5","2435.48",3,4,4,11,"Loyal Customers"
"15483.0",161,"10","855.06",3,5,3,11,"Loyal Customers"
"17046.0",157,"5","1906.07",3,4,4,11,"Loyal Customers"
"13338.0",157,"4","2445.62",3,4,4,11,"Loyal Customers"
"13085.0",157,"8","2433.28",3,4,4,11,"Loyal Customers"
"14905.0",157,"8","1971.39",3,4,4,11,"Loyal Customers"
"17341.0",156,"5","1889.83",3,4,4,11,"Loyal Customers"
"13253.0",156,"4","2951.11",3,4,4,11,"Loyal Customers"
"15889.0",156,"8","1782.33",3,4,4,11,"Loyal Customers"
"14459.0",155,"2","5375.74",3,3,5,11,"Loyal Customers"
"14021.0",155,"7","1716.58",3,4,4,11,"Loyal Customers"
"14264.0",154,"6","1517.36",3,4,4,11,"Loyal Customers"
"17787.0",152,"4","2601.47",3,4,4,11,"Loyal Customers"
"17337.0",151,"4","2026.42",3,4,4,11,"Loyal Customers"
"15795.0",149,"8","1979.87",3,4,4,11,"Loyal Customers"
"15402.0",148,"6","1830.12",3,4,4,11,"Loyal Customers"
"12653.0",148,"3","4160.83",3,3,5,11,"Loyal Customers"
"17259.0",148,"6","1889.34",3,4,4,11,"Loyal Customers"
"16054.0",145,"4","2111.88",3,4,4,11,"Loyal Customers"
"16859.0",144,"7","1932.41",3,4,4,11,"Loyal Customers"
"14758.0",144,"7","2864.97",3,4,4,11,"Loyal Customers"
"13821.0",144,"6","1410.73",3,4,4,11,"Loyal Customers"
"12947.0",143,"6","1908.03",3,4,4,11,"Loyal Customers"
"12875.0",143,"5","1356.99",3,4,4,11,"Loyal Customers"
"16807.0",142,"6","2123.88",3,4,4,11,"Loyal Customers"
"15623.0",141,"8","2437.05",3,4,4,11,"Loyal Customers"
"16654.0",141,"8","1711.47",3,4,4,11,"Loyal Customers"
"18151.0",134,"6","1879.44",3,4,4,11,"Loyal Customers"
"18268.0",134,"6","1490.23",3,4,4,11,"Loyal Customers"
"16147.0",133,"5","2398.91",3,4,4,11,"Loyal Customers"
"13414.0",133,"6","2494.14",3,4,4,11,"Loyal Customers"
"17695.0",131,"5","1746.04",3,4,4,11,"Loyal Customers"
"14403.0",130,"6","1880.51",3,4,4,11,"Loyal Customers"
"17282.0",130,"5","2339.66",3,4,4,11,"Loyal Customers"
"12378.0",129,"2","5416.32",3,3,5,11,"Loyal Customers"
"12644.0",129,"4","1900.49",3,4,4,11,"Loyal Customers"
"16835.0",128,"6","1538.41",3,4,4,11,"Loyal Customers"
"17429.0",128,"5","1357.46",3,4,4,11,"Loyal Customers"
"12693.0",127,"7","1415.02",3,4,4,11,"Loyal Customers"
"15133.0",127,"5","1806.90",3,4,4,11,"Loyal Customers"
"16174.0",126,"7","2246.75",3,4,4,11,"Loyal Customers"
"13752.0",124,"7","1590.73",3,4,4,11,"Loyal Customers"
"16788.0",123,"5","1948.65",3,4,4,11,"Loyal Customers"
"15985.0",123,"7","2715.28",3,4,4,11,"Loyal Customers"
"13280.0",122,"7","2322.63",3,4,4,11,"Loyal Customers"
"14127.0",122,"6","1900.08",3,4,4,11,"Loyal Customers"
"16292.0",121,"5","1253.76",3,4,4,11,"Loyal Customers"
"14346.0",120,"5","2315.75",3,4,4,11,"Loyal Customers"
"13873.0",119,"8","1038.92",3,5,3,11,"Loyal Customers"
"15192.0",119,"5","1981.39",3,4,4,11,"Loyal Customers"
"17642.0",119,"5","1824.49",3,4,4,11,"Loyal Customers"
"12399.0",119,"7","1842.30",3,4,4,11,"Loyal Customers"
"13888.0",119,"7","2169.05",3,4,4,11,"Loyal Customers"
"16317.0",119,"5","2192.51",3,4,4,11,"Loyal Customers"
"17048.0",117,"7","2071.68",3,4,4,11,"Loyal Customers"
"14301.0",117,"4","1992.18",3,4,4,11,"Loyal Customers"
"15480.0",116,"3","3592.25",3,3,5,11,"Loyal Customers"
"14006.0",115,"7","2196.67",3,4,4,11,"Loyal Customers"
"13655.0",114,"6","2280.51",3,4,4,11,"Loyal Customers"
"15734.0",114,"4","2263.30",3,4,4,11,"Loyal Customers"
"16755.0",114,"7","2900.58",3,4,4,11,"Loyal Customers"
"16092.0",114,"6","1587.94",3,4,4,11,"Loyal Customers"
"15797.0",113,"5","2806.08",3,4,4,11,"Loyal Customers"
"15938.0",112,"9","734.81",3,5,3,11,"Loyal Customers"
"12418.0",112,"4","2021.20",3,4,4,11,"Loyal Customers"
"16419.0",112,"8","1487.42",3,4,4,11,"Loyal Customers"
"14460.0",110,"9","1093.50",3,5,3,11,"Loyal Customers"
"17029.0",110,"7","2137.30",3,4,4,11,"Loyal Customers"
"17585.0",109,"7","2093.30",3,4,4,11,"Loyal Customers"
"17242.0",108,"5","2889.28",3,4,4,11,"Loyal Customers"
"14407.0",107,"5","2142.73",3,4,4,11,"Loyal Customers"
"15800.0",107,"7","1242.58",3,4,4,11,"Loyal Customers"
"12649.0",107,"8","2096.65",3,4,4,11,"Loyal Customers"
"15325.0",103,"8","1602.01",3,4,4,11,"Loyal Customers"
"16083.0",100,"4","2351.42",3,4,4,11,"Loyal Customers"
"17320.0",100,"6","2895.77",3,4,4,11,"Loyal Customers"
"17588.0",100,"7","2939.55",3,4,4,11,"Loyal Customers"
"14420.0",99,"4","1639.17",3,4,4,11,"Loyal Customers"
"14276.0",98,"7","2102.68",3,4,4,11,"Loyal Customers"
"13240.0",96,"8","1718.12",3,4,4,11,"Loyal Customers"
"13192.0",95,"6","2558.58",3,4,4,11,"Loyal Customers"
"16172.0",95,"8","1884.55",3,4,4,11,"Loyal Customers"
"16551.0",95,"7","2237.12",3,4,4,11,"Loyal Customers"
"13158.0",94,"5","1508.18",3,4,4,11,"Loyal Customers"
"17560.0",94,"8","1895.80",3,4,4,11,"Loyal Customers"
"16175.0",94,"7","1836.44",3,4,4,11,"Loyal Customers"
"13889.0",92,"6","1991.23",3,4,4,11,"Loyal Customers"
"13330.0",92,"6","2806.18",3,4,4,11,"Loyal Customers"
"12592.0",92,"4","1723.64",3,4,4,11,"Loyal Customers"
"15652.0",91,"5","1420.34",3,4,4,11,"Loyal Customers"
"14628.0",91,"5","1998.00",3,4,4,11,"Loyal Customers"
"14414.0",91,"8","2399.33",3,4,4,11,"Loyal Customers"
"12635.0",89,"4","2624.41",3,4,4,11,"Loyal Customers"
"18215.0",89,"5","2247.49",3,4,4,11,"Loyal Customers"
"15996.0",88,"7","1686.90",3,4,4,11,"Loyal Customers"
"15201.0",87,"7","1842.95",3,4,4,11,"Loyal Customers"
"16036.0",87,"4","2556.84",3,4,4,11,"Loyal Customers"
"16229.0",87,"6","2867.86",3,4,4,11,"Loyal Customers"
"14163.0",87,"5","2594.62",3,4,4,11,"Loyal Customers"
"18173.0",86,"5","2696.36",3,4,4,11,"Loyal Customers"
"17594.0",85,"4","2497.88",3,4,4,11,"Loyal Customers"
"17047.0",85,"6","2289.23",3,4,4,11,"Loyal Customers"
"13539.0",85,"7","1569.36",3,4,4,11,"Loyal Customers"
"13134.0",85,"6","2475.23",3,4,4,11,"Loyal Customers"
"17002.0",85,"7","2571.55",3,4,4,11,"Loyal Customers"
"16108.0",84,"4","2235.92",3,4,4,11,"Loyal Customers"
"12497.0",81,"3","5996.50",3,3,5,11,"Loyal Customers"
"16906.0",81,"7","1447.95",3,4,4,11,"Loyal Customers"
"14236.0",80,"5","1744.64",3,4,4,11,"Loyal Customers"
"16777.0",80,"5","1307.76",3,4,4,11,"Loyal Customers"
"17731.0",79,"6","1708.99",3,4,4,11,"Loyal Customers"
"13908.0",79,"4","2369.55",3,4,4,11,"Loyal Customers"
"12520.0",79,"5","2346.26",3,4,4,11,"Loyal Customers"
"16493.0",79,"7","2132.09",3,4,4,11,"Loyal Customers"
"13946.0",79,"6","1876.23",3,4,4,11,"Loyal Customers"
"12701.0",79,"6","2248.41",3,4,4,11,"Loyal Customers"
"13220.0",78,"5","1336.09",3,4,4,11,"Loyal Customers"
"13055.0",78,"4","2321.11",3,4,4,11,"Loyal Customers"
"17603.0",78,"4","1793.48",3,4,4,11,"Loyal Customers"
"13320.0",78,"6","2228.10",3,4,4,11,"Loyal Customers"
"15549.0",77,"8","2342.21",3,4,4,11,"Loyal Customers"
"15978.0",77,"3","3279.42",3,3,5,11,"Loyal Customers"
"16485.0",77,"5","2294.68",3,4,4,11,"Loyal Customers"
"12516.0",77,"4","2288.62",3,4,4,11,"Loyal Customers"
"15366.0",75,"7","2389.08",3,4,4,11,"Loyal Customers"
"14152.0",75,"7","1997.34",3,4,4,11,"Loyal Customers"
"12348.0",75,"5","1658.40",3,4,4,11,"Loyal Customers"
"12412.0",74,"6","2404.93",3,4,4,11,"Loyal Customers"
"13434.0",74,"5","1666.86",3,4,4,11,"Loyal Customers"
"17997.0",74,"8","1970.67",3,4,4,11,"Loyal Customers"
"17656.0",73,"5","1674.69",3,4,4,11,"Loyal Customers"
"12987.0",73,"5","1312.21",3,4,4,11,"Loyal Customers"
"17591.0",73,"8","2776.67",3,4,4,11,"Loyal Customers"
"17950.0",72,"7","1432.81",3,4,4,11,"Loyal Customers"
"16281.0",72,"3","3424.02",3,3,5,11,"Loyal Customers"
"13515.0",72,"6","1265.82",3,4,4,11,"Loyal Customers"
"16681.0",72,"7","1921.84",3,4,4,11,"Loyal Customers"
"12393.0",72,"6","2399.45",3,4,4,11,"Loyal Customers"
"13503.0",71,"5","1824.19",3,4,4,11,"Loyal Customers"
"16650.0",71,"7","1916.11",3,4,4,11,"Loyal Customers"
"15030.0",71,"8","1979.91",3,4,4,11,"Loyal Customers"
"15062.0",71,"8","2585.62",3,4,4,11,"Loyal Customers"
"17572.0",71,"10","723.01",3,5,3,11,"Loyal Customers"
"12842.0",70,"4","1917.99",3,4,4,11,"Loyal Customers"
"13764.0",70,"6","2942.31",3,4,4,11,"Loyal Customers"
"15579.0",68,"5","1302.50",3,4,4,11,"Loyal Customers"
"15774.0",68,"6","1328.69",3,4,4,11,"Loyal Customers"
"14644.0",67,"7","2247.72",3,4,4,11,"Loyal Customers"
"16774.0",67,"8","1594.45",3,4,4,11,"Loyal Customers"
"12457.0",66,"7","2555.91",3,4,4,11,"Loyal Customers"
"15339.0",66,"7","1827.84",3,4,4,11,"Loyal Customers"
"16374.0",66,"5","1757.60",3,4,4,11,"Loyal Customers"
"15730.0",65,"5","1726.58",3,4,4,11,"Loyal Customers"
"17222.0",65,"6","1589.11",3,4,4,11,"Loyal Customers"
"13989.0",65,"5","2026.06",3,4,4,11,"Loyal Customers"
"14396.0",65,"7","2121.93",3,4,4,11,"Loyal Customers"
"16040.0",65,"7","2416.90",3,4,4,11,"Loyal Customers"
"15757.0",65,"6","2940.36",3,4,4,11,"Loyal Customers"
"14389.0",65,"5","1898.01",3,4,4,11,"Loyal Customers"
"13591.0",64,"7","2093.94",3,4,4,11,"Loyal Customers"
"14538.0",64,"5","1370.84",3,4,4,11,"Loyal Customers"
"15815.0",63,"5","2100.60",3,4,4,11,"Loyal Customers"
"13276.0",63,"5","1939.26",3,4,4,11,"Loyal Customers"
"13587.0",63,"4","1673.50",3,4,4,11,"Loyal Customers"
"13763.0",63,"3","5217.44",3,3,5,11,"Loyal Customers"
"18136.0",63,"5","1631.36",3,4,4,11,"Loyal Customers"
"16595.0",61,"5","1810.18",3,4,4,11,"Loyal Customers"
"13473.0",60,"8","2657.76",3,4,4,11,"Loyal Customers"
"17025.0",60,"5","1510.64",3,4,4,11,"Loyal Customers"
"14201.0",60,"10","1193.54",3,5,3,11,"Loyal Customers"
"17648.0",60,"5","2216.37",3,4,4,11,"Loyal Customers"
"15304.0",60,"9","919.55",3,5,3,11,"Loyal Customers"
"15128.0",60,"5","1783.68",3,4,4,11,"Loyal Customers"
"14665.0",60,"7","2749.65",3,4,4,11,"Loyal Customers"
"17284.0",60,"7","2563.70",3,4,4,11,"Loyal Customers"
"13208.0",59,"8","1964.02",3,4,4,11,"Loyal Customers"
"13627.0",59,"7","2245.90",3,4,4,11,"Loyal Customers"
"16203.0",58,"6","1114.54",4,4,3,11,"Loyal Customers"
"18277.0",58,"5","1180.05",4,4,3,11,"Loyal Customers"
"14775.0",58,"3","1418.46",4,3,4,11,"Loyal Customers"
"16430.0",57,"6","1102.94",4,4,3,11,"Loyal Customers"
"14624.0",57,"6","814.07",4,4,3,11,"Loyal Customers"
"14976.0",57,"6","774.86",4,4,3,11,"Loyal Customers"
"13487.0",57,"5","846.87",4,4,3,11,"Loyal Customers"
"14937.0",56,"3","1621.88",4,3,4,11,"Loyal Customers"
"14567.0",56,"2","1530.36",4,3,4,11,"Loyal Customers"
"16389.0",53,"4","1382.07",4,3,4,11,"Loyal Customers"
"12473.0",53,"3","2596.23",4,3,4,11,"Loyal Customers"
"16412.0",53,"5","647.23",4,4,3,11,"Loyal Customers"
"17201.0",53,"4","1231.54",4,3,4,11,"Loyal Customers"
"16848.0",52,"4","1411.62",4,3,4,11,"Loyal Customers"
"15637.0",52,"5","797.59",4,4,3,11,"Loyal Customers"
"15678.0",52,"3","1893.89",4,3,4,11,"Loyal Customers"
"15468.0",51,"3","1430.48",4,3,4,11,"Loyal Customers"
"17007.0",50,"7","1120.10",4,4,3,11,"Loyal Customers"
"15664.0",50,"4","1231.53",4,3,4,11,"Loyal Customers"
"14427.0",50,"4","1263.52",4,3,4,11,"Loyal Customers"
"17420.0",50,"6","1084.43",4,4,3,11,"Loyal Customers"
"14585.0",50,"5","1143.27",4,4,3,11,"Loyal Customers"
"13573.0",50,"6","915.02",4,4,3,11,"Loyal Customers"
"17361.0",49,"5","880.64",4,4,3,11,"Loyal Customers"
"15677.0",49,"3","1305.63",4,3,4,11,"Loyal Customers"
"14504.0",47,"4","673.26",4,4,3,11,"Loyal Customers"
"13598.0",47,"5","789.59",4,4,3,11,"Loyal Customers"
"13165.0",46,"3","1451.16",4,3,4,11,"Loyal Customers"
"14019.0",46,"3","1421.61",4,3,4,11,"Loyal Customers"
"14474.0",46,"2","1278.08",4,3,4,11,"Loyal Customers"
"16491.0",46,"2","1533.16",4,3,4,11,"Loyal Customers"
"17317.0",46,"3","2600.34",4,3,4,11,"Loyal Customers"
"15630.0",45,"3","1481.40",4,3,4,11,"Loyal Customers"
"16750.0",44,"5","623.93",4,4,3,11,"Loyal Customers"
"16418.0",44,"5","1101.94",4,4,3,11,"Loyal Customers"
